EmpID,BiasInfluentialFactor,FitmentPercent
5324,DegreeBranch,90.67341
8316,DegreeBranch,81.50867
9816,Gender,74.68969
11325,Gender,80.887115
19901,HighestDegree,89.7015
2574,Gender,75.06106
4069,YearsOfExperince,79.22966
17431,Gender,74.760956
14493,Gender,81.655136
15151,DegreeBranch,91.845634
18171,Gender,76.34896
11682,CurrentCompanyType,49.58462
10086,MartialStatus,81.55655
5330,CurrentCompanyType,57.84758
8296,CurrentCompanyType,52.874844
16866,DegreeBranch,84.83509
23067,Gender,89.62823
15312,EmpScore,85.998665
19285,HighestDegree,83.755875
12488,Gender,81.62087
16398,Gender,74.66892
18500,Gender,72.85376
12297,DegreeBranch,81.66606
12300,YearsOfExperince,77.87429
14149,DegreeBranch,82.69406
21267,Gender,82.588905
15465,Gender,76.64066
23661,Gender,86.46421
17275,DegreeBranch,79.1129
23264,DegreeBranch,84.55877
17802,YearsOfExperince,78.71224
16591,YearsOfExperince,91.121956
17489,DegreeBranch,78.56452
13729,CurrentCompanyType,53.080105
3267,Gender,75.65928
19907,MartialStatus,54.110786
23866,Ethinicity,79.89116
2425,DegreeBranch,89.73736
16425,DegreeBranch,81.0882
3643,EmpScore,75.65316
10804,MartialStatus,80.01026
21866,CurrentCompanyType,47.042355
8943,Gender,83.29883
11545,EmpScore,75.42267
9125,Gender,72.62058
18041,Gender,76.67022
4712,CurrentCompanyType,49.334797
3065,EmpScore,57.982246
23441,EmpScore,83.864
15864,Gender,82.058754
9413,Gender,81.184875
22791,LatestDegreeCGPA,56.993637
4368,Gender,72.82009
15472,CurrentCompanyType,52.407223
12634,DegreeBranch,79.64662
15450,Ethinicity,81.05143
12385,EmpScore,61.907
16890,Gender,82.507614
6869,CurrentCompanyType,61.62549
22048,Gender,81.2224
13700,Ethinicity,82.781906
7476,Gender,76.716286
14884,MartialStatus,90.23665
11752,DegreeBranch,79.747826
10594,Gender,80.93309
12697,HighestDegree,86.20808
20316,CurrentCompanyType,46.75208
4257,EmpScore,58.89308
7590,YearsOfExperince,71.96975
4721,HighestDegree,51.410805
16979,EmpScore,98.96378
5064,CurrentCompanyType,89.50254
5718,DegreeBranch,83.69912
21769,Ethinicity,87.768166
23912,Gender,72.55444
4288,DegreeBranch,87.56392
5818,Gender,82.56154
6943,HighestDegree,83.180954
12617,CurrentCompanyType,60.591873
5184,YearsOfExperince,76.10925
14564,YearsOfExperince,86.560394
20626,YearsOfExperince,76.34052
23356,HighestDegree,82.147606
17303,YearsOfExperince,81.96618
2794,LatestDegreeCGPA,78.787605
12695,HighestDegree,75.345474
15676,DegreeBranch,75.58426
20093,YearsOfExperince,88.10495
13522,Gender,72.69172
2925,YearsOfExperince,82.94923
21687,DegreeBranch,82.021324
14941,DegreeBranch,82.5883
22689,Gender,78.91183
4146,HighestDegree,47.68229
7751,YearsOfExperince,90.51483
9778,YearsOfExperince,55.619453
7847,Ethinicity,78.37767
21681,CurrentCompanyType,41.912006
20371,Gender,84.02078
21564,YearsOfExperince,78.24972
18351,Gender,90.28048
18792,Gender,82.30632
9223,DegreeBranch,87.64316
21109,CurrentCompanyType,93.77339
21873,Ethinicity,87.05617
19006,DegreeBranch,86.59118
9127,Ethinicity,79.98329
20696,MartialStatus,79.92788
12379,CurrentCompanyType,45.588673
20532,YearsOfExperince,82.074646
10691,EmpScore,85.68738
23671,Gender,74.76557
8108,Gender,73.7295
2136,MartialStatus,46.36847
3650,YearsOfExperince,69.68876
20369,CurrentCompanyType,57.728268
11822,MartialStatus,85.23874
13292,Gender,78.178215
4585,EmpScore,54.42822
23212,DegreeBranch,84.294174
4315,CurrentCompanyType,71.536934
20670,DegreeBranch,81.383316
18483,Gender,81.1001
6467,MartialStatus,81.215096
7238,CurrentCompanyType,62.176926
18582,Gender,75.30918
5844,EmpScore,95.34687
8107,CurrentCompanyType,61.644276
16120,Gender,75.24203
24352,DegreeBranch,74.59717
7546,YearsOfExperince,78.04624
9188,YearsOfExperince,75.026375
7964,CurrentCompanyType,51.64404
12678,Gender,85.75085
10184,EmpScore,76.057755
3120,DegreeBranch,57.5505
6334,DegreeBranch,76.444824
6974,Gender,79.45878
18952,Gender,78.05819
24202,YearsOfExperince,80.09563
10334,CurrentCompanyType,57.604347
9878,DegreeBranch,82.52519
10520,CurrentCompanyType,57.45903
4100,YearsOfExperince,73.78517
14662,MartialStatus,53.499275
7066,CurrentCompanyType,56.621113
2122,CurrentCompanyType,53.517014
19032,MartialStatus,82.88918
14715,DegreeBranch,81.915085
16707,CurrentCompanyType,55.20773
21651,CurrentCompanyType,57.59578
17936,EmpScore,90.78838
9800,DegreeBranch,83.46703
19194,CurrentCompanyType,54.794636
8290,Gender,71.88659
19464,LatestDegreeCGPA,41.05565
11532,DegreeBranch,96.88884
22227,EmpScore,58.95291
3958,EmpScore,58.208416
7075,DegreeBranch,80.05161
23241,EmpScore,86.954475
13120,CurrentCompanyType,59.325367
11172,CurrentCompanyType,59.949417
14065,YearsOfExperince,81.44262
20819,CurrentCompanyType,49.961887
2317,YearsOfExperince,83.773994
21794,MartialStatus,81.18499
2441,DegreeBranch,81.94213
9290,Gender,78.71203
7820,Gender,77.881355
9934,DegreeBranch,86.60955
2569,YearsOfExperince,86.36306
7761,DegreeBranch,77.670105
4780,Gender,76.88584
3059,YearsOfExperince,84.18368
4738,DegreeBranch,83.85237
9340,EmpScore,89.188484
14728,CurrentCompanyType,71.58816
22924,DegreeBranch,99.63883
9309,DegreeBranch,79.70723
2402,Gender,80.69813
14097,Gender,80.66985
6938,EmpScore,91.08679
23762,YearsOfExperince,88.30357
18187,DegreeBranch,82.27308
15910,DegreeBranch,92.3498
16419,YearsOfExperince,75.56541
18800,EmpScore,39.454525
17953,CurrentCompanyType,56.410583
11351,CurrentCompanyType,49.235485
17757,CurrentCompanyType,57.18132
21222,Gender,82.41868
23273,Ethinicity,83.48827
7676,YearsOfExperince,75.38595
18849,YearsOfExperince,84.92683
19561,CurrentCompanyType,51.58328
8163,HighestDegree,93.83003
5810,CurrentCompanyType,53.547443
14617,CurrentCompanyType,52.920444
20037,Gender,73.53173
10384,Gender,83.240234
14667,EmpScore,92.11889
3996,YearsOfExperince,77.42098
17973,HighestDegree,85.13584
15155,CurrentCompanyType,90.96207
7024,Gender,78.53683
11594,LatestDegreeCGPA,63.932037
10161,Gender,84.616905
13807,CurrentCompanyType,61.34567
15127,CurrentCompanyType,57.76794
12083,Gender,82.69862
7576,YearsOfExperince,78.706245
11603,HighestDegree,88.63907
12513,DegreeBranch,85.237404
21265,DegreeBranch,87.559235
15209,CurrentCompanyType,94.28973
4205,EmpScore,86.05718
2308,CurrentCompanyType,55.925945
10666,YearsOfExperince,84.01543
8874,DegreeBranch,74.93278
20943,MartialStatus,81.9483
21341,MartialStatus,52.9104
11929,YearsOfExperince,80.247505
15618,YearsOfExperince,81.561516
8740,DegreeBranch,82.30171
23195,HighestDegree,85.1687
20952,CurrentCompanyType,54.741516
18069,Gender,82.759636
20957,DegreeBranch,84.4553
16589,Ethinicity,81.208466
3496,EmpScore,54.66049
2343,CurrentCompanyType,53.125473
2877,DegreeBranch,92.31985
24219,DegreeBranch,76.376526
23592,DegreeBranch,89.31941
18216,DegreeBranch,80.21329
16658,HighestDegree,59.73566
19023,CurrentCompanyType,65.17247
22920,DegreeBranch,83.99959
7952,DegreeBranch,82.569176
4491,HighestDegree,79.19987
8270,MartialStatus,78.444336
14950,CurrentCompanyType,56.685333
18140,DegreeBranch,78.21607
2627,Gender,79.526665
16576,Gender,74.27265
9084,YearsOfExperince,72.56392
14773,Gender,85.92916
16744,EmpScore,83.58586
8705,DegreeBranch,75.707985
10856,YearsOfExperince,80.099754
16162,CurrentCompanyType,86.17752
20655,CurrentCompanyType,57.263397
10408,YearsOfExperince,78.77969
13447,EmpScore,94.23479
4841,DegreeBranch,83.9741
16935,DegreeBranch,83.057785
14923,EmpScore,61.38568
3770,CurrentCompanyType,48.199547
22609,YearsOfExperince,49.794445
24252,MartialStatus,78.5308
4266,YearsOfExperince,80.12203
17882,DegreeBranch,91.30178
18083,CurrentCompanyType,52.65525
21193,DegreeBranch,77.90134
9931,YearsOfExperince,81.90646
6448,HighestDegree,79.75898
15551,HighestDegree,81.35708
13986,MartialStatus,79.44771
8503,DegreeBranch,76.24897
13176,LatestDegreeCGPA,81.98119
18449,EmpScore,90.73648
10475,YearsOfExperince,76.497215
2353,HighestDegree,84.035645
7453,DegreeBranch,80.91967
13871,YearsOfExperince,82.72807
9245,YearsOfExperince,75.08928
19805,DegreeBranch,78.218666
18707,DegreeBranch,93.25561
18766,Ethinicity,85.41424
22132,CurrentCompanyType,51.629677
21544,Gender,75.939285
18052,Gender,79.77753
4166,Gender,77.74319
23939,DegreeBranch,78.693375
8234,HighestDegree,84.11557
18973,YearsOfExperince,75.704895
2976,CurrentCompanyType,60.13338
2632,DegreeBranch,82.346275
21202,CurrentCompanyType,89.31598
21537,DegreeBranch,85.321846
7644,HighestDegree,60.367596
19725,YearsOfExperince,84.95564
23424,Gender,72.8695
20805,EmpScore,91.56337
3419,DegreeBranch,82.87107
11277,Gender,79.57482
13130,YearsOfExperince,79.14035
14730,CurrentCompanyType,57.008354
9751,EmpScore,92.35922
9421,YearsOfExperince,91.928734
12365,CurrentCompanyType,92.94119
13790,Gender,76.98153
17631,Gender,80.85116
9614,YearsOfExperince,76.73574
17875,Gender,84.19123
16880,DegreeBranch,88.627106
11004,YearsOfExperince,80.20503
2357,DegreeBranch,78.58913
22553,Ethinicity,81.59729
17445,Gender,78.12185
19899,DegreeBranch,83.25818
12142,HighestDegree,80.75932
3057,Gender,81.27474
23777,YearsOfExperince,79.78647
3163,Gender,77.7996
17624,Gender,85.26258
16420,CurrentCompanyType,63.928017
7613,LatestDegreeCGPA,72.869705
23486,YearsOfExperince,83.15271
6835,Gender,73.99483
10928,EmpScore,78.96854
16470,DegreeBranch,84.70906
9861,Gender,84.85297
16962,YearsOfExperince,87.94421
6603,CurrentCompanyType,46.128143
11967,YearsOfExperince,79.725204
9938,DegreeBranch,65.55164
11530,EmpScore,87.4874
16122,DegreeBranch,77.10699
8999,Gender,74.0669
8781,DegreeBranch,77.54017
21993,YearsOfExperince,76.3726
9303,DegreeBranch,86.44704
14387,DegreeBranch,86.284004
17642,Gender,74.07589
16773,YearsOfExperince,79.12922
21172,DegreeBranch,75.40976
19142,Gender,85.27977
16184,YearsOfExperince,88.65513
14204,DegreeBranch,87.59854
12929,Gender,82.73138
6677,Gender,75.03034
18445,Gender,78.6914
11942,DegreeBranch,75.0535
16695,DegreeBranch,79.46787
17399,Gender,80.02045
2699,Gender,74.106895
5339,CurrentCompanyType,64.63157
7735,DegreeBranch,83.70141
6108,DegreeBranch,85.78869
20963,EmpScore,90.72453
3639,DegreeBranch,90.68178
14780,CurrentCompanyType,51.714077
16039,EmpScore,61.466724
11132,DegreeBranch,62.772614
20396,Gender,81.25243
9492,Ethinicity,81.84949
20180,EmpScore,85.82171
6178,CurrentCompanyType,50.131565
9995,CurrentCompanyType,51.09652
16878,CurrentCompanyType,50.752827
17847,DegreeBranch,86.00054
23297,Gender,72.98006
5268,Ethinicity,80.651535
6676,Ethinicity,85.31341
11446,YearsOfExperince,73.47012
8681,MartialStatus,77.62873
14377,YearsOfExperince,77.11216
18470,EmpScore,53.838768
17718,Gender,72.90409
8515,Gender,85.82324
14303,Gender,80.831535
24081,Ethinicity,81.24283
18655,YearsOfExperince,80.878265
4874,YearsOfExperince,90.3514
20704,DegreeBranch,86.76393
11457,Ethinicity,84.50019
4696,CurrentCompanyType,55.423557
18844,HighestDegree,90.80909
3551,DegreeBranch,81.436134
17481,YearsOfExperince,83.34383
13028,YearsOfExperince,86.227295
8340,Ethinicity,88.749214
8356,LatestDegreeCGPA,42.196957
5823,HighestDegree,51.553215
7840,Gender,79.95583
17635,DegreeBranch,82.31325
11849,HighestDegree,78.55461
4229,YearsOfExperince,90.012985
11431,Gender,73.593376
13166,Gender,75.73579
14985,Gender,86.05329
11696,Ethinicity,79.88408
13193,Gender,76.781395
19449,CurrentCompanyType,87.11913
14238,Gender,78.28788
4509,YearsOfExperince,83.87948
3052,YearsOfExperince,76.90966
15548,YearsOfExperince,78.112755
3693,CurrentCompanyType,45.020206
3658,Gender,82.05983
4577,YearsOfExperince,85.82273
12692,YearsOfExperince,76.73397
17156,Gender,81.71399
2710,DegreeBranch,94.99327
20429,CurrentCompanyType,46.13838
14736,Gender,74.904625
24010,DegreeBranch,93.19964
20638,CurrentCompanyType,55.10842
11281,HighestDegree,60.387188
12627,Gender,82.9637
9811,YearsOfExperince,78.05801
15768,CurrentCompanyType,54.898003
22504,CurrentCompanyType,53.245884
23829,EmpScore,49.415047
5862,LatestDegreeCGPA,57.952873
18002,CurrentCompanyType,38.99223
20096,DegreeBranch,82.36406
12475,YearsOfExperince,79.61737
9493,EmpScore,83.96532
20509,Gender,88.79481
22581,Gender,78.12193
8640,DegreeBranch,89.42107
6522,HighestDegree,59.52668
5242,Gender,75.811356
20048,HighestDegree,79.7691
20073,CurrentCompanyType,49.996986
5285,Gender,78.07477
18789,DegreeBranch,81.453896
23144,DegreeBranch,92.83142
23485,DegreeBranch,85.53164
10866,Gender,77.638626
17398,Gender,77.66981
2180,DegreeBranch,87.750824
14471,Gender,74.63432
2066,Gender,73.86541
12579,Ethinicity,83.616356
6936,Gender,76.23374
18594,HighestDegree,56.542336
3087,DegreeBranch,74.90906
15260,CurrentCompanyType,88.88996
4048,DegreeBranch,76.301186
22616,YearsOfExperince,79.260475
5932,YearsOfExperince,86.28299
18305,DegreeBranch,81.709625
2871,CurrentCompanyType,65.142525
14604,YearsOfExperince,77.342705
8827,EmpScore,51.219955
20293,EmpScore,86.70565
16020,Gender,85.30861
17011,CurrentCompanyType,59.12602
9242,Gender,82.81417
4523,Gender,83.09996
22499,Gender,74.28561
5077,Gender,77.23176
4954,DegreeBranch,89.45787
21377,CurrentCompanyType,56.26172
6593,Gender,86.8754
6462,YearsOfExperince,83.012825
7336,Ethinicity,84.89078
10574,Gender,84.51432
14692,EmpScore,82.894196
8824,DegreeBranch,81.005424
16028,Ethinicity,52.032658
13805,HighestDegree,53.348587
3520,EmpScore,85.08356
18923,CurrentCompanyType,55.890034
14292,DegreeBranch,82.99621
7104,DegreeBranch,79.80405
2980,HighestDegree,51.199364
2025,DegreeBranch,88.04223
9002,CurrentCompanyType,55.14247
3126,Ethinicity,75.540504
5586,HighestDegree,61.02028
3420,Gender,85.462036
9545,DegreeBranch,78.946106
20939,Gender,77.59696
20236,DegreeBranch,84.3193
3975,Gender,84.419785
6951,DegreeBranch,89.395035
16678,YearsOfExperince,77.85829
11510,Gender,75.14442
11968,EmpScore,54.073174
23118,DegreeBranch,77.8004
9138,DegreeBranch,71.45194
18374,MartialStatus,79.3425
4364,YearsOfExperince,80.6391
23261,MartialStatus,86.10847
16502,Gender,84.485664
15432,DegreeBranch,79.70119
17025,DegreeBranch,75.51051
17086,YearsOfExperince,79.59257
18716,DegreeBranch,78.39419
23594,CurrentCompanyType,93.9294
6890,Gender,78.048256
6986,DegreeBranch,83.85593
5028,EmpScore,75.150894
7108,CurrentCompanyType,51.28238
5003,YearsOfExperince,85.48684
4183,DegreeBranch,71.86813
17274,MartialStatus,58.36521
6789,Gender,84.68544
6922,Gender,77.65693
14734,CurrentCompanyType,62.595734
7747,EmpScore,58.942608
21269,MartialStatus,94.80807
9271,CurrentCompanyType,52.831055
7857,MartialStatus,50.68248
16227,HighestDegree,75.93356
3750,Ethinicity,93.04551
17102,Gender,76.45227
13917,MartialStatus,61.14173
17326,Gender,71.37563
7123,EmpScore,79.536224
6845,DegreeBranch,81.9473
4321,DegreeBranch,84.400154
22731,CurrentCompanyType,41.7758
9059,DegreeBranch,81.86978
5210,DegreeBranch,85.943405
16631,Gender,72.78078
7469,Gender,75.35714
13953,EmpScore,95.001564
21029,DegreeBranch,74.982544
10297,DegreeBranch,80.857765
10108,Ethinicity,83.89536
3879,Gender,72.405266
14547,YearsOfExperince,74.79494
11596,DegreeBranch,90.81876
9570,DegreeBranch,77.34663
9877,EmpScore,83.75556
19664,MartialStatus,82.659775
5796,HighestDegree,86.30909
16075,HighestDegree,87.43582
7320,Gender,76.79932
20058,Gender,82.85944
23765,CurrentCompanyType,54.74081
11094,YearsOfExperince,80.096085
17782,Gender,77.91404
5126,DegreeBranch,90.26592
20169,YearsOfExperince,68.44505
15337,LatestDegreeCGPA,83.499275
4214,YearsOfExperince,90.31319
6015,Gender,84.57426
14271,DegreeBranch,81.01011
14365,CurrentCompanyType,58.681683
10020,CurrentCompanyType,60.452347
15023,Gender,77.05154
18494,HighestDegree,82.98667
4837,EmpScore,87.72389
18511,Ethinicity,82.81791
17336,Gender,78.32276
23796,YearsOfExperince,82.57875
22860,DegreeBranch,87.559654
19964,DegreeBranch,94.79969
9857,EmpScore,86.969246
11394,Gender,86.48377
14028,DegreeBranch,84.68212
13534,YearsOfExperince,78.972755
15702,DegreeBranch,71.58769
12077,MartialStatus,45.980408
9886,HighestDegree,79.09665
18755,DegreeBranch,78.702065
10716,Ethinicity,86.059296
21221,Gender,76.055046
5498,MartialStatus,77.35612
18012,DegreeBranch,75.93811
20584,Gender,80.06951
9003,Gender,74.669655
21596,MartialStatus,80.43562
24303,EmpScore,74.47313
23210,DegreeBranch,87.313255
3705,Gender,82.72443
9904,YearsOfExperince,78.70087
16622,Gender,84.51006
23621,HighestDegree,87.676056
7026,DegreeBranch,83.695946
7122,DegreeBranch,90.4847
24383,EmpScore,78.34347
7145,EmpScore,88.23202
19615,EmpScore,60.62896
15154,EmpScore,54.828846
7593,YearsOfExperince,74.80286
11840,MartialStatus,86.02522
22258,CurrentCompanyType,48.295135
3066,CurrentCompanyType,61.26853
4941,Gender,79.59251
7291,HighestDegree,91.45743
6512,Gender,77.10097
18262,HighestDegree,57.59588
6807,YearsOfExperince,93.212166
3571,Gender,79.30622
13400,YearsOfExperince,78.82335
4926,DegreeBranch,79.06833
20809,Gender,83.645226
10431,DegreeBranch,86.06533
9577,YearsOfExperince,89.76011
9078,Gender,81.938194
16817,CurrentCompanyType,77.05311
23649,DegreeBranch,85.47946
16144,Gender,80.20606
9951,DegreeBranch,91.92225
11628,Gender,82.52495
20931,DegreeBranch,90.105194
11068,DegreeBranch,84.237885
16914,EmpScore,48.33816
4217,DegreeBranch,81.47094
3170,Gender,75.68915
11239,Gender,79.17702
18845,DegreeBranch,88.68147
19321,HighestDegree,85.81923
15538,DegreeBranch,80.30581
17957,DegreeBranch,72.14853
11040,Gender,74.31907
3539,Gender,80.48977
22970,Gender,87.777626
22936,DegreeBranch,80.36638
15917,CurrentCompanyType,53.486958
21918,YearsOfExperince,81.22956
5069,Gender,78.7868
6282,EmpScore,58.687305
6719,EmpScore,94.6706
15742,DegreeBranch,78.53837
3144,Gender,79.011475
9462,Gender,74.749756
20810,YearsOfExperince,72.88998
5150,LatestDegreeCGPA,79.34529
15178,CurrentCompanyType,55.576336
15249,Gender,76.66615
24000,Gender,80.16537
6918,DegreeBranch,73.0978
9038,CurrentCompanyType,63.070496
3985,YearsOfExperince,88.95156
9776,Gender,84.2767
11223,CurrentCompanyType,56.438072
21091,MartialStatus,83.19745
11120,EmpScore,57.42558
3578,DegreeBranch,81.54195
13296,CurrentCompanyType,48.542564
7800,DegreeBranch,81.36977
4289,HighestDegree,56.56816
16108,Gender,78.83882
10227,DegreeBranch,76.046936
13282,Gender,72.821556
9589,EmpScore,66.36465
15996,Gender,78.60535
6686,DegreeBranch,82.483696
12175,DegreeBranch,85.32376
13563,CurrentCompanyType,58.468678
24106,CurrentCompanyType,79.26045
21498,DegreeBranch,77.61185
16027,DegreeBranch,92.25895
12977,Gender,84.28562
5886,DegreeBranch,91.21088
11487,Ethinicity,88.68004
10591,DegreeBranch,79.53252
4421,Gender,77.202446
16292,DegreeBranch,78.77187
16923,DegreeBranch,82.080894
9665,CurrentCompanyType,49.334976
8285,CurrentCompanyType,57.653976
18177,EmpScore,88.914665
20774,DegreeBranch,82.04417
17187,EmpScore,70.57599
16583,Gender,85.88625
3147,EmpScore,63.911827
3430,CurrentCompanyType,59.141483
9165,MartialStatus,80.44153
10270,DegreeBranch,84.14963
24279,DegreeBranch,85.577614
12081,CurrentCompanyType,57.17537
23979,Gender,80.2822
16966,Gender,76.10533
10164,DegreeBranch,96.55324
22117,EmpScore,84.59406
9111,CurrentCompanyType,57.17755
5419,Gender,81.17815
7876,HighestDegree,75.0678
23750,CurrentCompanyType,59.67055
6287,DegreeBranch,82.827415
22136,HighestDegree,79.73812
10430,HighestDegree,83.30719
17871,CurrentCompanyType,69.31546
5439,DegreeBranch,84.544464
18011,CurrentCompanyType,56.761944
7723,Gender,77.15724
2490,YearsOfExperince,82.97855
12098,LatestDegreeCGPA,84.497856
18608,Gender,81.90829
20423,HighestDegree,55.633945
16703,CurrentCompanyType,72.38804
3588,DegreeBranch,86.76308
23917,CurrentCompanyType,55.73612
17419,CurrentCompanyType,52.75308
19629,Gender,81.48818
14778,YearsOfExperince,77.79197
23381,DegreeBranch,79.4196
6058,DegreeBranch,87.48842
2724,Gender,78.22622
9632,Gender,73.19525
18599,DegreeBranch,82.79626
13169,MartialStatus,81.08158
22285,DegreeBranch,88.587776
5276,EmpScore,98.99563
11555,CurrentCompanyType,59.09922
4924,Ethinicity,88.06186
14006,DegreeBranch,81.22867
20113,CurrentCompanyType,55.7226
17523,YearsOfExperince,83.17105
6842,YearsOfExperince,65.91325
21241,YearsOfExperince,85.856834
8559,YearsOfExperince,76.54196
3265,YearsOfExperince,53.151066
17640,Gender,80.39314
21354,HighestDegree,79.13785
14310,HighestDegree,90.28545
18865,CurrentCompanyType,48.90416
19382,MartialStatus,82.325714
14327,Gender,88.06088
19480,CurrentCompanyType,60.132603
13038,Gender,82.809654
9727,HighestDegree,81.23721
12322,EmpScore,41.706398
22608,DegreeBranch,84.81024
13170,Gender,79.733864
12271,EmpScore,83.38463
23620,MartialStatus,82.46615
16442,CurrentCompanyType,51.58765
7824,YearsOfExperince,86.5012
21374,YearsOfExperince,77.29795
10169,DegreeBranch,80.448524
2801,CurrentCompanyType,50.588867
2364,DegreeBranch,87.14172
3702,HighestDegree,80.433716
17941,EmpScore,87.99363
23300,CurrentCompanyType,62.769825
19852,CurrentCompanyType,61.57352
13765,HighestDegree,61.43731
15388,LatestDegreeCGPA,51.028465
16432,Ethinicity,85.12716
11375,DegreeBranch,79.65362
19329,LatestDegreeCGPA,53.885788
18288,EmpScore,93.13163
21801,EmpScore,90.859215
19475,EmpScore,58.33131
11250,Gender,82.66855
20551,DegreeBranch,81.17022
21559,MartialStatus,79.01111
12275,DegreeBranch,76.74976
22469,CurrentCompanyType,59.91416
3668,EmpScore,80.19426
11433,DegreeBranch,89.86969
8061,YearsOfExperince,79.56186
7297,CurrentCompanyType,79.13809
10673,CurrentCompanyType,53.427383
7006,EmpScore,60.10096
7938,HighestDegree,49.562294
13442,MartialStatus,81.91257
20070,DegreeBranch,90.82437
12054,DegreeBranch,70.813225
23290,DegreeBranch,77.0253
23569,MartialStatus,80.245636
12760,YearsOfExperince,49.91053
10596,MartialStatus,77.783844
11568,LatestDegreeCGPA,85.51978
19846,YearsOfExperince,78.73779
11852,HighestDegree,85.47045
14410,Ethinicity,76.45799
14522,Ethinicity,73.032196
23222,DegreeBranch,95.43368
10386,Gender,80.3304
24172,Gender,80.03561
4019,Ethinicity,81.42106
8494,HighestDegree,61.765427
19619,CurrentCompanyType,61.14808
15135,YearsOfExperince,94.26024
5607,Gender,78.470406
7504,LatestDegreeCGPA,58.091503
9124,HighestDegree,76.96529
9339,DegreeBranch,79.68087
4882,CurrentCompanyType,75.519684
12590,DegreeBranch,76.3934
16237,CurrentCompanyType,91.36987
4522,YearsOfExperince,88.684746
8982,Gender,82.88156
24253,MartialStatus,81.60021
19230,YearsOfExperince,75.90077
13000,Gender,75.50238
23928,DegreeBranch,85.475716
16627,CurrentCompanyType,56.13906
20665,Gender,81.24653
21301,YearsOfExperince,86.05482
19440,Ethinicity,81.08505
14095,Gender,77.32154
12835,YearsOfExperince,86.460945
7606,YearsOfExperince,76.67241
6575,MartialStatus,74.51182
11275,HighestDegree,80.47139
11124,YearsOfExperince,82.331055
11877,Gender,80.64861
14795,HighestDegree,87.2476
13342,DegreeBranch,82.631676
10125,CurrentCompanyType,51.443928
5991,MartialStatus,80.612274
21558,YearsOfExperince,82.373566
13234,DegreeBranch,95.85203
4436,Gender,79.5224
8373,CurrentCompanyType,53.300915
4734,Gender,81.85428
5039,Gender,81.43859
19087,EmpScore,78.342766
13535,DegreeBranch,78.76179
2621,EmpScore,76.765015
18544,Gender,82.88732
6509,CurrentCompanyType,64.84091
22699,DegreeBranch,80.89664
10903,YearsOfExperince,72.195816
4362,EmpScore,71.967026
6925,EmpScore,91.472565
22573,DegreeBranch,78.3811
22667,Gender,81.52596
12563,DegreeBranch,86.18355
21608,DegreeBranch,50.8757
9086,DegreeBranch,74.22319
8034,HighestDegree,51.61101
23550,DegreeBranch,92.406296
14803,DegreeBranch,83.42361
11092,Ethinicity,78.37704
19988,Ethinicity,82.0463
22401,CurrentCompanyType,60.85592
2680,Gender,79.62899
23798,Gender,76.368835
13756,Gender,84.183
15257,CurrentCompanyType,58.703053
8680,DegreeBranch,86.254845
5843,EmpScore,83.88382
21020,Gender,75.00242
6888,DegreeBranch,83.66081
8467,Gender,81.69011
13127,Gender,85.44623
21561,EmpScore,83.85134
5945,DegreeBranch,82.929146
14444,Ethinicity,84.31042
20184,DegreeBranch,92.852
10722,Gender,84.61114
21378,YearsOfExperince,84.633415
5778,Gender,84.144035
14330,Gender,77.21798
17476,Gender,74.55243
23748,DegreeBranch,79.08697
5189,HighestDegree,87.714165
20815,Gender,77.38107
22798,Gender,75.82357
16173,CurrentCompanyType,53.795452
22986,HighestDegree,55.34524
7799,Gender,71.01387
17857,DegreeBranch,91.62936
10095,MartialStatus,84.91682
10090,EmpScore,82.03259
18915,CurrentCompanyType,63.734745
14352,Gender,78.244705
3518,HighestDegree,48.73885
21893,Gender,79.33487
8897,HighestDegree,82.86923
9892,Gender,86.73925
4255,DegreeBranch,85.80981
9205,YearsOfExperince,79.00324
10889,DegreeBranch,81.30938
3297,DegreeBranch,85.25409
14746,EmpScore,50.318203
9206,CurrentCompanyType,47.88354
20348,DegreeBranch,83.28396
13996,CurrentCompanyType,62.29218
8145,DegreeBranch,79.78934
19409,EmpScore,91.13501
15988,Gender,83.34682
17364,YearsOfExperince,76.57933
8279,YearsOfExperince,81.652145
15462,Ethinicity,84.41474
7744,DegreeBranch,89.72049
15269,HighestDegree,80.4419
20753,YearsOfExperince,77.08253
16251,Gender,78.347206
5180,Gender,79.12663
20977,DegreeBranch,89.60446
24238,DegreeBranch,70.23454
3354,CurrentCompanyType,65.728615
12687,HighestDegree,55.770294
16614,Gender,80.23651
16082,YearsOfExperince,77.68937
21612,DegreeBranch,80.481926
9517,HighestDegree,75.013794
7217,Gender,78.588715
16723,HighestDegree,72.552704
22017,YearsOfExperince,80.06805
3689,DegreeBranch,76.69658
10355,Gender,73.71534
18640,EmpScore,93.07876
6337,Gender,81.824005
15121,CurrentCompanyType,53.47751
9613,MartialStatus,83.38094
9597,EmpScore,96.08392
17236,CurrentCompanyType,51.434605
9690,CurrentCompanyType,85.85648
3859,HighestDegree,83.75015
12312,Gender,85.14277
20976,Gender,81.94227
20547,DegreeBranch,91.31029
17281,DegreeBranch,74.27254
18130,EmpScore,41.211403
10038,CurrentCompanyType,64.752464
11000,Gender,76.20345
5905,YearsOfExperince,78.17767
12104,MartialStatus,46.134327
20310,Gender,81.10669
6051,YearsOfExperince,80.59565
18084,YearsOfExperince,80.491196
